House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
157,Bailey Lane,Marie,O'Brien,47,Head,Married,Female,Learning mentor,None,None
157,Bailey Lane,Edward,O'Brien,51,Husband,Married,Male,Ship broker,None,None
157,Bailey Lane,Peter,O'Brien,30,Son,Single,Male,Dispensing optician,None,None
158,Bailey Lane,Joseph,Lees,70,Head,Widowed,Male,Retired Chartered certified accountant,None,None
159,Bailey Lane,Shaun,Owen,50,Head,Single,Male,Magazine features editor,None,Catholic
160,Bailey Lane,Olivia,Baker,93,Head,Widowed,Female,Retired Trade mark attorney,None,None
161,Bailey Lane,Judith,Baker,74,Head,Married,Female,"Retired Radiographer, diagnostic",None,Christian
161,Bailey Lane,Kieran,Baker,75,Husband,Married,Male,Retired Management consultant,None,Christian
162,Bailey Lane,Sian,Adams,82,Head,Widowed,Female,Retired Furniture conservator/restorer,None,Christian
163,Bailey Lane,Carolyn,Burton,18,Head,Single,Female,Student,None,NA
164,Bailey Lane,Anna,Hall,62,Head,Divorced,Female,"Therapist, art",None,None
165,Bailey Lane,Gemma,Johnson,67,Head,Widowed,Female,Community pharmacist,None,Christian
166,Bailey Lane,Katy,Gough,21,Head,Married,Female,University Student,None,None
166,Bailey Lane,Stuart,Gough,20,Husband,Married,Male,University Student,None,None
167,Bailey Lane,Melissa,Davies,52,Head,Married,Female,Theatre stage manager,None,None
167,Bailey Lane,Vincent,Davies,51,Husband,Married,Male,Furniture designer,None,None
167,Bailey Lane,Dean,Davies,14,Son,NA,Male,Student,None,NA
168,Bailey Lane,Teresa,Berry,31,Head,Divorced,Female,Nature conservation officer,None,None
169,Bailey Lane,Stewart,Anderson,36,Head,Divorced,Male,Community pharmacist,None,None
170,Bailey Lane,Carole,King,48,Head,Single,Female,Television production assistant,None,None
171,Bailey Lane,Alison,Lee,42,Head,Single,Female,"Engineer, electronics",None,None
172,Bailey Lane,Ross,Smith,76,Head,Widowed,Male,Retired Museum/gallery conservator,None,Methodist
173,Bailey Lane,Debra,Rose,73,Head,Widowed,Female,Retired Pension scheme manager,None,Christian
174,Bailey Lane,David,Shaw,72,Head,Married,Male,Retired Tour manager,None,Christian
174,Bailey Lane,Ann,Shaw,68,Wife,Married,Female,"Retired Journalist, magazine",None,None
175,Bailey Lane,Jeremy,Lawson,34,Head,Married,Male,"Engineer, structural",None,None
175,Bailey Lane,Mary,Lawson,22,Wife,Married,Female,University Student,None,None
176,Bailey Lane,Julia,Whitehead,19,Head,Single,Female,University Student,None,None
177,Bailey Lane,Gerald,Peacock,80,Head,Married,Male,Retired Sales promotion account executive,None,Muslim
177,Bailey Lane,Sophie,Peacock,77,Wife,Married,Female,Retired Hotel manager,None,Muslim
178,Bailey Lane,Lucy,Farrell,51,Head,Divorced,Female,Hospital doctor,None,Catholic
179,Bailey Lane,Dorothy,Gough,72,Head,Widowed,Female,Retired Recycling officer,None,Methodist
180,Bailey Lane,Jodie,Lloyd,104,Head,Single,Female,"Retired Journalist, broadcasting",Mental Disability,Muslim
181,Bailey Lane,Derek,West,77,Head,Widowed,Male,"Retired Therapist, sports",None,Christian
182,Bailey Lane,Bruce,Hussain,72,Head,Married,Male,Retired Recruitment consultant,None,Christian
182,Bailey Lane,Rosemary,Hussain,67,Wife,Married,Female,"Surveyor, hydrographic",None,Christian
183,Bailey Lane,Glenn,Pearce,50,Head,Married,Male,Bonds trader,None,Methodist
183,Bailey Lane,Joan,Pearce,49,Wife,Married,Female,"Nurse, learning disability",None,None
184,Bailey Lane,Eileen,Price,20,Head,Divorced,Female,"Buyer, retail",None,Muslim
185,Bailey Lane,Frederick,Andrews,42,Head,Single,Male,Midwife,None,None
186,Bailey Lane,Jacqueline,Lewis,61,Head,Single,Female,Pharmacologist,None,Christian
187,Bailey Lane,Julia,Hughes,54,Head,Single,Female,Unemployed,None,None
187,Bailey Lane,Hazel,Hughes,16,Daughter,NA,Female,Student,None,NA
188,Bailey Lane,Elaine,Taylor,55,Head,Divorced,Female,Sport and exercise psychologist,None,Catholic
189,Bailey Lane,Matthew,Evans,79,Head,Single,Male,Retired Podiatrist,None,Christian
190,Bailey Lane,Gillian,Payne,70,Head,Widowed,Female,Retired Licensed conveyancer,None,Christian
191,Bailey Lane,Elaine,Davies,71,Head,Widowed,Female,Retired Actor,None,Christian
192,Bailey Lane,Joyce,Thomas,25,Head,Single,Female,"Embryologist, clinical",None,None
193,Bailey Lane,Gail,Bell,56,Head,Married,Female,Government social research officer,None,Catholic
193,Bailey Lane,Shaun,Bell,59,Husband,Married,Male,Occupational therapist,None,Catholic
194,Bailey Lane,Sara,Williams,40,Head,Divorced,Female,Recycling officer,None,None
195,Bailey Lane,Sophie,Duffy,34,Head,Divorced,Female,Holiday representative,None,None
196,Bailey Lane,Hannah,Cunningham,43,Head,Married,Female,Holiday representative,None,Methodist
196,Bailey Lane,Martyn,Cunningham,43,Husband,Married,Male,Patent examiner,None,None
196,Bailey Lane,Gemma,Cunningham,7,Daughter,NA,Female,Student,None,NA
197,Bailey Lane,Caroline,Smith,46,Head,Single,Female,"Doctor, hospital",None,None
197,Bailey Lane,Dawn,Morris,25,None,Single,Female,"Development worker, international aid",None,None
198,Bailey Lane,Allan,Wallace,33,Head,Single,Male,Fitness centre manager,None,Catholic
199,Bailey Lane,Kimberley,Stokes,80,Head,Divorced,Female,Retired Media buyer,None,Methodist
200,Bailey Lane,Julia,Price,38,Head,Married,Female,Illustrator,None,Methodist
200,Bailey Lane,Alan,Price,38,Husband,Married,Male,"Scientist, audiological",None,Methodist
201,Bailey Lane,Abdul,Pugh,53,Head,Single,Male,Web designer,None,Christian
202,Bailey Lane,Kim,Foster,39,Head,Married,Female,Musician,None,None
202,Bailey Lane,Damian,Foster,46,Husband,Married,Male,Land/geomatics surveyor,None,None
202,Bailey Lane,Nicola,Foster,1,Daughter,NA,Female,Child,None,NA
203,Bailey Lane,Allan,Ali,89,Head,Widowed,Male,"Retired Doctor, hospital",None,Catholic
204,Bailey Lane,Lesley,Browne,23,Head,Divorced,Female,Television camera operator,None,Christian
204,Bailey Lane,Maria,Howell,61,Lodger,Single,Female,"Accountant, chartered management",None,Christian
204,Bailey Lane,Gregory,McCarthy,62,Lodger,Single,Male,Company secretary,None,None
205,Bailey Lane,Kathleen,Hyde,48,Head,Single,Female,"Accountant, chartered public finance",None,Catholic
205,Bailey Lane,Danielle,Hyde,6,Daughter,NA,Female,Student,None,NA
206,Bailey Lane,Alison,Wells,86,Head,Divorced,Female,Retired Chartered certified accountant,None,Christian
207,Bailey Lane,Bethan,Byrne,42,Head,Widowed,Female,Adult guidance worker,None,Jewish
207,Bailey Lane,Sheila,Byrne,12,Daughter,NA,Female,Student,None,NA
208,Bailey Lane,Francesca,Turner,45,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
208,Bailey Lane,Joshua,Turner,46,Husband,Married,Male,IT sales professional,None,Catholic
209,Bailey Lane,Samantha,Williams,74,Head,Divorced,Female,"Retired Engineer, land",None,Christian
210,Bailey Lane,Maureen,Walker,42,Head,Single,Female,Broadcast engineer,None,None
211,Bailey Lane,Nicola,Fowler,37,Head,Single,Female,Catering manager,None,Catholic
211,Bailey Lane,Hazel,Duffy,56,Visitor,Divorced,Female,Unemployed,None,Methodist
212,Bailey Lane,Kimberley,Porter,80,Head,Widowed,Female,Retired Proofreader,None,Christian
213,Bailey Lane,Victoria,Hunt,30,Head,Single,Female,Secondary school teacher,None,Methodist
214,Bailey Lane,Laura,Howe,64,Head,Single,Female,Oncologist,None,Methodist
214,Bailey Lane,Alex,Jackson,66,Partner,Single,Male,"Engineer, broadcasting (operations)",None,Methodist
215,Bailey Lane,Ross,Harrison,46,Head,Divorced,Male,Microbiologist,None,Methodist
215,Bailey Lane,Jamie,Harrison,5,Nephew,NA,Male,Student,None,NA
216,Bailey Lane,Billy,Bryan,32,Head,Single,Male,Unemployed,None,None
217,Bailey Lane,Jacqueline,Marshall,48,Head,Single,Female,Site engineer,None,Christian
217,Bailey Lane,Jason,Mistry,45,Partner,Single,Male,Forest/woodland manager,None,Christian
218,Bailey Lane,Lawrence,Williams,39,Head,Single,Male,Hydrogeologist,None,None
219,Bailey Lane,Dominic,Hill,39,Head,Divorced,Male,Catering manager,None,Christian
220,Bailey Lane,Naomi,Richards,49,Head,Single,Female,Hydrologist,None,Catholic
221,Bailey Lane,Lucy,Thomas,62,Head,Married,Female,Hydrogeologist,None,Christian
221,Bailey Lane,Duncan,Thomas,61,Husband,Married,Male,Radio broadcast assistant,None,Christian
222,Bailey Lane,Lewis,Clayton,69,Head,Widowed,Male,Retired Physiological scientist,None,None
223,Bailey Lane,Tony,Ellis,35,Head,Single,Male,Structural engineer,None,Christian
224,Bailey Lane,Chelsea,Taylor,65,Head,Widowed,Female,Unemployed,None,None
224,Bailey Lane,Olivia,Pearson,38,Daughter,Divorced,Female,Multimedia specialist,None,None
225,Bailey Lane,Carl,Nash,22,Head,Divorced,Male,University Student,None,None
226,Bailey Lane,Anna,Parsons,74,Head,Widowed,Female,Retired Dietitian,None,Christian
227,Bailey Lane,Melissa,Jones,79,Head,Widowed,Female,Retired Geoscientist,None,Christian
228,Bailey Lane,Michael,Jones,39,Head,Single,Male,Television floor manager,None,Catholic
229,Bailey Lane,Jemma,Davison,30,Head,Divorced,Female,"Engineer, electrical",None,Christian
229,Bailey Lane,Arthur,Davison,7,Son,NA,Male,Student,None,NA
230,Bailey Lane,Lindsey,Daniels,66,Head,Married,Female,Air broker,None,Christian
230,Bailey Lane,Jeremy,Daniels,69,Husband,Married,Male,Retired Retail banker,None,Christian
231,Bailey Lane,Raymond,Bradley,29,Head,Single,Male,Biomedical engineer,None,None
231,Bailey Lane,Joanne,Griffiths,28,Partner,Single,Female,Architect,None,None
232,Bailey Lane,Nicola,Smith,73,Head,Widowed,Female,Retired Advertising account executive,None,Muslim
233,Bailey Lane,Marcus,Marshall,21,Head,Divorced,Male,University Student,None,None
234,Bailey Lane,Jean,Williams,20,Head,Single,Female,University Student,None,Christian
235,Bailey Lane,Eric,Nixon,66,Head,Widowed,Male,Art gallery manager,None,Christian
236,Bailey Lane,Christine,Bailey,65,Head,Widowed,Female,Unemployed,None,Christian
236,Bailey Lane,Amelia,Bailey,29,Daughter,Single,Female,Quality manager,None,Christian
237,Bailey Lane,Denise,Smith,60,Head,Divorced,Female,Broadcast journalist,None,Christian
238,Bailey Lane,Nicole,Bennett,83,Head,Widowed,Female,Retired Equities trader,None,Christian
239,Bailey Lane,Peter,Dean,74,Head,Widowed,Male,Retired Homeopath,None,Christian
240,Bailey Lane,Claire,Hughes,41,Head,Married,Female,Outdoor activities/education manager,None,Catholic
240,Bailey Lane,Ben,Hughes,44,Husband,Married,Male,Higher education lecturer,None,None
240,Bailey Lane,Georgia,Hughes,16,Daughter,NA,Female,Student,None,NA
241,Bailey Lane,Billy,Ward,69,Head,Widowed,Male,"Retired Optician, dispensing",None,Catholic
242,Bailey Lane,Dylan,Robson,39,Head,Divorced,Male,Cartographer,None,Catholic
243,Bailey Lane,Jean,Taylor,26,Head,Married,Female,Restaurant manager,None,None
243,Bailey Lane,Marc,Taylor,30,Husband,Married,Male,Surgeon,None,None
243,Bailey Lane,Daniel,Reid,61,Lodger,Single,Male,Best boy,None,Christian
244,Bailey Lane,Diana,Jackson,44,Head,Single,Female,Information systems manager,None,Christian
245,Bailey Lane,Lisa,Thomas,43,Head,Single,Female,Unemployed,None,Catholic
245,Bailey Lane,Jason,Thomas,17,Son,NA,Male,Student,None,NA
245,Bailey Lane,Gary,Thomas,15,Son,NA,Male,Student,None,NA
245,Bailey Lane,Henry,Thomas,12,Son,NA,Male,Student,None,NA
246,Bailey Lane,Craig,Stevenson,70,Head,Widowed,Male,"Retired Administrator, local government",None,Christian
1,Lomond Drive,Chloe,Griffin,46,Head,Married,Female,"Editor, commissioning",None,Christian
1,Lomond Drive,Elliot,Griffin,45,Husband,Married,Male,Restaurant manager,None,Christian
1,Lomond Drive,John,Griffin,15,Son,NA,Male,Student,None,NA
2,Lomond Drive,Clifford,Marsh,35,Head,Single,Male,Photographer,None,None
3,Lomond Drive,Jay,O'Brien,22,Head,Single,Male,Chartered accountant,None,None
4,Lomond Drive,Benjamin,Harris,39,Head,Single,Male,Intelligence analyst,None,None
5,Lomond Drive,Paul,Stewart,44,Head,Married,Male,Materials engineer,None,None
5,Lomond Drive,Alice,Stewart,40,Wife,Married,Female,Adult guidance worker,None,None
6,Lomond Drive,Luke,Goddard,28,Head,Single,Male,"Lecturer, higher education",None,None
6,Lomond Drive,Nicholas,Jones,42,None,Single,Male,Television/film/video producer,None,Catholic
6,Lomond Drive,Eileen,Hurst,64,None,Single,Female,Research scientist (physical sciences),None,None
7,Lomond Drive,Rosie,Webster,47,Head,Married,Female,Cabin crew,None,Christian
7,Lomond Drive,Jeffrey,Webster,44,Husband,Married,Male,Chief Operating Officer,None,None
7,Lomond Drive,Robin,Webster,11,Son,NA,Male,Student,None,NA
7,Lomond Drive,Tracey,Webster,8,Daughter,NA,Female,Student,None,NA
8,Lomond Drive,Nicole,Turnbull,34,Head,Married,Female,Photographer,None,None
8,Lomond Drive,Josh,Turnbull-Robson,38,Husband,Married,Male,Science writer,None,None
8,Lomond Drive,Dylan,Turnbull-Robson,4,Son,NA,Male,Child,None,NA
8,Lomond Drive,Leigh,Turnbull-Robson,0,Son,NA,Male,Child,None,NA
8,Lomond Drive,Jean,Walker,24,Lodger,Single,Female,Animal technologist,None,None
9,Lomond Drive,Debra,Norris,55,Head,Single,Female,"Designer, television/film set",None,Christian
9,Lomond Drive,Beverley,Simpson,17,Granddaughter,NA,Female,Student,None,NA
10,Lomond Drive,Kirsty,Mitchell,37,Head,Married,Female,"Engineer, site",None,None
10,Lomond Drive,Martyn,Mitchell,38,Husband,Married,Male,Unemployed,None,None
11,Lomond Drive,Elizabeth,Lewis,68,Head,Widowed,Female,Retired Magazine features editor,None,Christian
11,Lomond Drive,Brett,Lewis,15,Grandson,NA,Male,Student,Physical Disability,NA
12,Lomond Drive,Lorraine,Pollard,48,Head,Divorced,Female,Building control surveyor,None,Christian
12,Lomond Drive,Ricky,Pollard,18,Son,Single,Male,Student,None,Christian
12,Lomond Drive,Hugh,Pollard,14,Son,NA,Male,Student,None,NA
12,Lomond Drive,Joshua,Pollard,13,Son,NA,Male,Student,None,NA
12,Lomond Drive,Hugh,Pollard,11,Son,NA,Male,Student,None,NA
13,Lomond Drive,Simon,Hughes,84,Head,Married,Male,Retired Food technologist,None,Christian
13,Lomond Drive,Marilyn,Hughes,82,Wife,Married,Female,Retired Chartered legal executive (England and Wales),None,Christian
14,Lomond Drive,Geraldine,Bray,49,Head,Widowed,Female,Unemployed,None,Methodist
14,Lomond Drive,Stephen,Bray,23,Son,Single,Male,"Radiographer, diagnostic",None,Methodist
14,Lomond Drive,Annette,Bray,21,Daughter,Single,Female,University Student,None,Methodist
15,Lomond Drive,Kenneth,Burns,31,Head,Married,Male,Solicitor,None,None
15,Lomond Drive,Kerry,Burns,28,Wife,Married,Female,Chief of Staff,None,None
16,Lomond Drive,Justin,Browne,56,Head,Divorced,Male,"Administrator, arts",None,None
16,Lomond Drive,Rhys,Lewis,56,None,Single,Male,Diagnostic radiographer,None,Christian
16,Lomond Drive,Jayne,Wright,37,None,Single,Female,Personnel officer,None,None
16,Lomond Drive,Ronald,Barnett,57,None,Single,Male,Product designer,None,Christian
16,Lomond Drive,Mitchell,Green,29,None,Single,Male,Garment/textile technologist,None,Sikh
17,Lomond Drive,Anne,Davison,39,Head,Married,Female,Health visitor,None,Catholic
17,Lomond Drive,Louis,Davison,41,Husband,Married,Male,Sport and exercise psychologist,None,Catholic
18,Lomond Drive,Peter,Roberts,66,Head,Married,Male,Veterinary surgeon,None,Christian
18,Lomond Drive,Melissa,Roberts,66,Wife,Married,Female,Hospital pharmacist,None,Christian
19,Lomond Drive,Stacey,Rees,79,Head,Widowed,Female,Retired Chief Executive Officer,None,Catholic
19,Lomond Drive,John,Rees,41,Son,Single,Male,Unemployed,None,None
20,Lomond Drive,Susan,Robson,25,Head,Single,Female,Unemployed,None,None
20,Lomond Drive,Christian,Hall,29,Partner,Single,Male,Water engineer,None,None
20,Lomond Drive,Janet,Robson,9,Daughter,NA,Female,Student,None,NA
20,Lomond Drive,Edward,George,8,Son,NA,Male,Student,None,NA
21,Lomond Drive,Tracey,Mitchell,69,Head,Married,Female,"Retired Producer, radio",None,Christian
21,Lomond Drive,Dean,Mitchell,67,Husband,Married,Male,"Engineer, biomedical",None,Christian
22,Lomond Drive,Iain,Jackson,27,Head,Single,Male,Technical brewer,None,Christian
22,Lomond Drive,Marie,Cunningham,26,Partner,Single,Female,Audiological scientist,None,None
23,Lomond Drive,Charlotte,Smith,50,Head,Married,Female,Curator,None,None
23,Lomond Drive,Martin,Smith,51,Husband,Married,Male,Paediatric nurse,Disabled,None
23,Lomond Drive,Paul,Smith,11,Son,NA,Male,Student,None,NA
23,Lomond Drive,Helen,Smith,4,Daughter,NA,Female,Child,None,NA
23,Lomond Drive,Bryan,Lawrence,40,Cousin,Single,Male,Senior tax professional/tax inspector,None,Christian
24,Lomond Drive,Mohamed,Jones,45,Head,Married,Male,Health service manager,None,Catholic
24,Lomond Drive,Jane,Jones,41,Wife,Married,Female,Stage manager,None,Catholic
25,Lomond Drive,Julie,Bryan,19,Head,Single,Female,University Student,None,Christian
25,Lomond Drive,Chelsea,Griffiths,22,None,Single,Female,University Student,None,Jewish
25,Lomond Drive,Daniel,Martin,22,None,Single,Male,University Student,None,Christian
25,Lomond Drive,Kimberley,Atkinson,20,None,Single,Female,University Student,None,Methodist
26,Lomond Drive,Frank,Robinson,40,Head,Single,Male,Building surveyor,None,None
27,Lomond Drive,Sam,Williams,76,Head,Widowed,Male,Retired Pathologist,None,None
28,Lomond Drive,Carolyn,Scott,44,Head,Single,Female,"Designer, furniture",None,Sikh
28,Lomond Drive,Damian,Williams,46,Partner,Single,Male,Operational researcher,None,None
28,Lomond Drive,Andrea,Nolan-Scott,13,Daughter,NA,Female,Student,None,NA
28,Lomond Drive,Shirley,Young,9,Daughter,NA,Female,Student,None,NA
29,Lomond Drive,Lesley,Power,37,Head,Married,Female,"Investment banker, corporate",None,Methodist
29,Lomond Drive,Darren,Power,38,Husband,Married,Male,Unemployed,None,Methodist
29,Lomond Drive,Jordan,Power,13,Son,NA,Male,Student,None,NA
29,Lomond Drive,Jenna,Power,12,Daughter,NA,Female,Student,None,NA
30,Lomond Drive,Rosie,Bradshaw,45,Head,Single,Female,Clinical biochemist,None,Catholic
30,Lomond Drive,Neil,McKenzie,50,Partner,Single,Male,Therapeutic radiographer,None,None
31,Lomond Drive,Julia,Vaughan,43,Head,Divorced,Female,Ecologist,None,Christian
31,Lomond Drive,Teresa,Vaughan,8,Daughter,NA,Female,Student,None,NA
31,Lomond Drive,Ronald,Vaughan,5,Son,NA,Male,Student,None,NA
32,Lomond Drive,Fiona,Harper,42,Head,Married,Female,Trade union research officer,None,None
32,Lomond Drive,Cameron,Harper,43,Husband,Married,Male,"Engineer, materials",None,None
32,Lomond Drive,Glen,Harper,12,Son,NA,Male,Student,None,NA
33,Lomond Drive,Jacqueline,Hewitt,41,Head,Widowed,Female,Museum/gallery exhibitions officer,None,None
33,Lomond Drive,Lynne,Hewitt,12,Daughter,NA,Female,Student,None,NA
34,Lomond Drive,Shaun,Gibbs,34,Head,Married,Male,"Surveyor, planning and development",None,Christian
34,Lomond Drive,Grace,Gibbs,35,Wife,Married,Female,Network engineer,None,None
